step,count_grazer,count_parasite,count_phytoplankton,count_copepod,count_copepodInf,count_stickleback,count_sticklebackInf,copepod_infected_vel,infected_feeding_rate,seed
0,300,2000,400,150,0,20,0,1.0,2,44
1,300,2000,396,150,0,20,0,1.0,2,44
2,394,1993,362,164,6,20,0,1.0,2,44
3,445,1974,319,160,20,20,2,1.0,2,44
4,529,2231,292,169,36,20,5,1.0,2,44
5,613,2836,259,163,37,20,8,1.0,2,44
6,661,3800,230,144,32,20,8,1.0,2,44
7,709,4766,211,124,29,20,4,1.0,2,44
8,673,5201,190,121,26,20,4,1.0,2,44
9,684,5551,162,124,23,20,2,1.0,2,44
10,654,5761,173,103,21,20,3,1.0,2,44
11,598,5987,150,87,16,20,3,1.0,2,44
12,588,6371,137,82,17,20,5,1.0,2,44
13,567,6823,123,77,14,20,2,1.0,2,44
14,528,7088,115,78,9,20,1,1.0,2,44
15,484,7167,103,43,5,20,1,1.0,2,44
16,457,7158,101,54,4,20,1,1.0,2,44
17,440,7178,97,48,3,20,0,1.0,2,44
18,399,7068,101,46,1,20,0,1.0,2,44
19,378,6925,101,36,1,20,0,1.0,2,44
20,379,6785,99,40,2,20,0,1.0,2,44
21,363,6630,94,43,1,20,0,1.0,2,44
22,324,6404,90,33,0,20,0,1.0,2,44
23,308,6096,95,40,0,20,0,1.0,2,44
24,293,5771,103,42,2,20,0,1.0,2,44
25,304,5400,103,49,2,20,0,1.0,2,44
26,274,5051,102,64,1,20,2,1.0,2,44
27,260,4900,107,66,1,20,0,1.0,2,44
28,253,4476,104,71,0,20,0,1.0,2,44
29,242,4064,113,69,0,20,0,1.0,2,44
30,238,3671,114,75,0,20,0,1.0,2,44
31,190,3215,118,81,0,20,0,1.0,2,44
32,182,2888,119,81,0,20,0,1.0,2,44
33,170,2527,129,82,0,20,0,1.0,2,44
34,168,2150,132,80,0,20,0,1.0,2,44
35,157,1807,140,79,0,20,0,1.0,2,44
36,143,1478,143,66,0,20,0,1.0,2,44
37,145,1210,146,17,0,20,0,1.0,2,44
38,145,985,147,12,0,20,0,1.0,2,44
39,136,823,147,12,0,20,0,1.0,2,44
40,133,679,143,16,0,20,0,1.0,2,44
41,135,559,145,16,0,20,0,1.0,2,44
42,134,439,154,18,0,20,0,1.0,2,44
43,133,342,151,17,0,20,0,1.0,2,44
44,142,274,155,17,0,20,0,1.0,2,44
45,134,236,153,13,0,20,0,1.0,2,44
46,119,200,165,8,0,20,0,1.0,2,44
47,116,166,172,8,0,20,0,1.0,2,44
48,124,147,180,8,0,20,0,1.0,2,44
49,134,128,182,4,0,20,0,1.0,2,44
50,118,109,196,8,0,20,0,1.0,2,44
51,120,99,216,8,0,20,0,1.0,2,44
52,131,89,226,6,0,20,0,1.0,2,44
53,139,78,232,10,0,20,0,1.0,2,44
54,132,66,228,8,0,20,0,1.0,2,44
55,125,56,247,8,0,20,0,1.0,2,44
56,125,31,252,4,0,20,0,1.0,2,44
57,122,10,271,6,0,20,0,1.0,2,44
58,126,0,273,7,0,20,0,1.0,2,44
59,108,0,286,3,0,20,0,1.0,2,44
60,104,0,285,3,0,20,0,1.0,2,44
0,300,2000,400,150,0,20,0,1.5,2,44
1,300,2000,396,150,0,20,0,1.5,2,44
2,348,1990,376,161,10,20,1,1.5,2,44
3,422,2053,338,163,24,20,3,1.5,2,44
4,489,2292,319,183,45,20,8,1.5,2,44
5,585,3207,297,174,45,20,10,1.5,2,44
6,628,4282,261,180,42,20,5,1.5,2,44
7,704,4931,235,157,40,20,5,1.5,2,44
8,707,5362,209,147,36,20,2,1.5,2,44
9,666,5604,181,144,35,20,1,1.5,2,44
10,619,5719,186,132,26,20,3,1.5,2,44
11,600,6117,174,150,24,20,2,1.5,2,44
12,599,6313,147,130,22,20,1,1.5,2,44
13,542,6397,134,112,19,20,4,1.5,2,44
14,491,6808,123,126,12,20,3,1.5,2,44
15,498,7121,113,125,8,20,1,1.5,2,44
16,483,7085,102,92,6,20,3,1.5,2,44
17,423,7176,95,75,7,20,1,1.5,2,44
18,368,7115,88,70,8,20,0,1.5,2,44
19,345,6984,82,76,8,20,1,1.5,2,44
20,358,7002,79,74,4,20,1,1.5,2,44
21,319,6925,74,73,3,20,1,1.5,2,44
22,292,6793,72,79,2,20,0,1.5,2,44
23,279,6477,72,78,0,20,0,1.5,2,44
24,279,6130,68,91,0,20,0,1.5,2,44
25,276,5808,65,66,0,20,0,1.5,2,44
26,259,5446,68,76,1,20,0,1.5,2,44
27,240,5050,64,76,1,20,0,1.5,2,44
28,225,4651,67,75,0,20,0,1.5,2,44
29,209,4240,64,75,0,20,0,1.5,2,44
30,211,3823,59,81,0,20,0,1.5,2,44
31,194,3356,60,87,0,20,0,1.5,2,44
32,182,3048,59,82,0,20,0,1.5,2,44
33,190,2707,56,84,0,20,0,1.5,2,44
34,187,2388,58,57,0,20,0,1.5,2,44
35,187,2062,62,52,1,20,0,1.5,2,44
36,164,1748,63,37,1,20,0,1.5,2,44
37,174,1465,67,41,1,20,0,1.5,2,44
38,168,1243,72,36,1,20,0,1.5,2,44
39,155,1054,82,49,0,20,0,1.5,2,44
40,136,895,83,41,0,20,0,1.5,2,44
41,131,731,86,57,0,20,0,1.5,2,44
42,133,589,86,65,0,20,0,1.5,2,44
43,112,462,94,74,0,20,0,1.5,2,44
44,99,365,102,76,0,20,0,1.5,2,44
45,82,270,107,66,0,20,0,1.5,2,44
46,88,198,121,69,0,20,0,1.5,2,44
47,80,142,130,56,0,20,0,1.5,2,44
48,70,96,149,59,0,20,0,1.5,2,44
49,74,69,154,52,0,20,0,1.5,2,44
50,61,47,162,46,0,20,0,1.5,2,44
51,59,23,166,50,0,20,0,1.5,2,44
52,47,7,178,48,0,20,0,1.5,2,44
53,48,0,183,45,0,20,0,1.5,2,44
54,42,0,191,33,0,20,0,1.5,2,44
55,33,0,203,21,0,20,0,1.5,2,44
56,36,0,208,24,0,20,0,1.5,2,44
57,32,0,220,20,0,20,0,1.5,2,44
58,27,0,215,18,0,20,0,1.5,2,44
59,27,0,226,13,0,20,0,1.5,2,44
60,20,0,242,20,0,20,0,1.5,2,44
0,300,2000,400,150,0,20,0,1.0,10,44
1,300,2000,396,150,0,20,0,1.0,10,44
2,320,1991,376,163,8,20,1,1.0,10,44
3,278,2067,347,175,24,20,4,1.0,10,44
4,253,2542,342,182,42,20,7,1.0,10,44
5,243,3096,328,177,54,20,4,1.0,10,44
6,201,3746,323,159,65,20,6,1.0,10,44
7,169,4223,311,150,71,20,5,1.0,10,44
8,142,4763,308,137,72,20,8,1.0,10,44
9,113,5548,321,124,71,20,2,1.0,10,44
10,82,5773,367,113,72,20,4,1.0,10,44
11,60,6049,385,102,68,20,8,1.0,10,44
12,46,6660,409,96,63,20,4,1.0,10,44
13,47,7175,438,84,56,20,5,1.0,10,44
14,45,7742,460,79,53,20,6,1.0,10,44
15,36,8461,479,74,43,20,6,1.0,10,44
16,24,8908,525,79,40,20,6,1.0,10,44
17,23,9422,556,76,39,20,4,1.0,10,44
18,19,9698,586,62,36,20,5,1.0,10,44
19,16,10063,625,63,35,20,2,1.0,10,44
20,9,10153,657,56,34,20,2,1.0,10,44
21,12,10073,690,50,34,20,2,1.0,10,44
22,10,10132,710,38,28,20,5,1.0,10,44
23,8,10294,752,41,22,20,5,1.0,10,44
24,15,10480,792,44,18,20,3,1.0,10,44
25,12,10400,851,38,17,20,3,1.0,10,44
26,12,10403,883,41,16,20,5,1.0,10,44
27,6,10456,924,42,11,20,1,1.0,10,44
28,13,10102,1005,47,9,20,2,1.0,10,44
29,12,9783,1065,42,8,20,0,1.0,10,44
30,6,9288,1157,40,4,20,0,1.0,10,44
31,7,8758,1222,41,4,20,0,1.0,10,44
32,13,8309,1335,37,4,20,0,1.0,10,44
33,12,7833,1427,35,3,20,0,1.0,10,44
34,6,7353,1512,27,1,20,0,1.0,10,44
35,6,6815,1614,29,1,20,0,1.0,10,44
36,6,6329,1722,31,1,20,0,1.0,10,44
37,5,5861,1827,24,0,20,0,1.0,10,44
38,0,5379,1966,23,0,20,0,1.0,10,44
39,0,4888,2115,22,1,20,0,1.0,10,44
40,0,4414,2235,31,1,20,1,1.0,10,44
41,0,4097,2419,25,1,20,0,1.0,10,44
42,0,3662,2569,21,0,20,0,1.0,10,44
43,0,3220,2746,19,0,20,0,1.0,10,44
44,0,2836,2957,20,0,20,0,1.0,10,44
45,0,2457,3136,19,0,20,0,1.0,10,44
46,0,2114,3378,14,0,20,0,1.0,10,44
47,0,1821,3652,14,0,20,0,1.0,10,44
48,0,1559,3868,16,0,20,0,1.0,10,44
49,0,1322,4070,16,0,20,0,1.0,10,44
50,0,1117,4403,16,0,20,0,1.0,10,44
51,0,916,4716,19,0,20,0,1.0,10,44
52,0,744,5000,15,0,20,0,1.0,10,44
53,0,578,5000,20,0,20,0,1.0,10,44
54,0,436,5000,16,0,20,0,1.0,10,44
55,0,325,5000,0,0,20,0,1.0,10,44
56,0,241,5000,0,0,20,0,1.0,10,44
57,0,169,5000,0,0,20,0,1.0,10,44
58,0,119,5000,0,0,20,0,1.0,10,44
59,0,99,5000,0,0,20,0,1.0,10,44
60,0,85,5000,0,0,20,0,1.0,10,44
0,300,2000,400,150,0,20,0,1.5,10,44
1,300,2000,396,150,0,20,0,1.5,10,44
2,312,1988,371,169,10,20,1,1.5,10,44
3,268,2051,349,186,23,20,5,1.5,10,44
4,237,2395,340,197,38,20,4,1.5,10,44
5,245,2861,332,176,46,20,6,1.5,10,44
6,211,3488,331,144,58,20,8,1.5,10,44
7,172,4408,329,128,66,20,9,1.5,10,44
8,134,5094,336,112,68,20,6,1.5,10,44
9,113,5707,338,104,62,20,8,1.5,10,44
10,90,6577,378,83,68,20,5,1.5,10,44
11,61,6965,397,84,59,20,8,1.5,10,44
12,56,7845,420,78,57,20,5,1.5,10,44
13,46,8225,435,81,51,20,3,1.5,10,44
14,39,8437,461,74,51,20,4,1.5,10,44
15,39,8777,506,69,43,20,6,1.5,10,44
16,27,9322,532,62,41,20,4,1.5,10,44
17,23,9567,573,62,39,20,3,1.5,10,44
18,20,9706,621,76,36,20,2,1.5,10,44
19,16,9776,665,84,33,20,3,1.5,10,44
20,16,9937,705,87,32,20,3,1.5,10,44
21,16,10189,760,87,33,20,1,1.5,10,44
22,15,10098,811,87,35,20,1,1.5,10,44
23,21,10032,883,89,29,20,3,1.5,10,44
24,18,9942,938,86,22,20,1,1.5,10,44
25,17,9685,1000,74,18,20,2,1.5,10,44
26,15,9579,1060,85,17,20,4,1.5,10,44
27,17,9671,1128,78,14,20,2,1.5,10,44
28,23,9314,1184,87,11,20,1,1.5,10,44
29,14,8938,1246,89,7,20,0,1.5,10,44
30,13,8425,1342,91,4,20,0,1.5,10,44
31,15,7903,1424,94,2,20,0,1.5,10,44
32,14,7449,1504,97,2,20,0,1.5,10,44
33,10,6941,1576,114,2,20,0,1.5,10,44
34,3,6399,1659,113,1,20,0,1.5,10,44
35,3,5860,1738,118,1,20,0,1.5,10,44
36,3,5355,1850,129,3,20,0,1.5,10,44
37,0,4886,1975,127,2,20,0,1.5,10,44
38,0,4439,2102,29,2,20,0,1.5,10,44
39,0,3996,2229,19,0,20,0,1.5,10,44
40,0,3575,2370,18,0,20,0,1.5,10,44
41,0,3196,2514,12,0,20,0,1.5,10,44
42,0,2862,2678,5,0,20,0,1.5,10,44
43,0,2493,2825,5,0,20,0,1.5,10,44
44,0,2182,2985,9,0,20,0,1.5,10,44
45,0,1863,3149,8,0,20,0,1.5,10,44
46,0,1602,3350,8,0,20,0,1.5,10,44
47,0,1362,3577,12,0,20,0,1.5,10,44
48,0,1171,3816,22,0,20,0,1.5,10,44
49,0,992,4050,31,0,20,0,1.5,10,44
50,0,820,4282,34,0,20,0,1.5,10,44
51,0,669,4537,34,0,20,0,1.5,10,44
52,0,528,4827,35,0,20,0,1.5,10,44
53,0,423,5000,33,0,20,0,1.5,10,44
54,0,323,5000,29,0,20,0,1.5,10,44
55,0,231,5000,32,0,20,0,1.5,10,44
56,0,146,5000,24,0,20,0,1.5,10,44
57,0,82,5000,27,0,20,0,1.5,10,44
58,0,29,5000,28,0,20,0,1.5,10,44
59,0,9,5000,31,0,20,0,1.5,10,44
60,0,0,5000,31,0,20,0,1.5,10,44
